year,date,month,arrest_type,offense,age,age_group,sex,race,weapon,offense_group,race_new
2021,2021-11-16,Nov,On View,Assault or Intimidation,48,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-16,Nov,On View,Assault or Intimidation,35,30-39,Female,White,Unarmed,Violent Crimes,White
2021,2021-11-16,Nov,On View,Assault or Intimidation,27,20-29,Female,White,Unarmed,Violent Crimes,White
2021,2021-11-16,Nov,On View,Crime against sociey,19,Under 20,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-16,Nov,On View,Assault or Intimidation,20,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-16,Nov,On View,Crime against sociey,31,30-39,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-16,Nov,On View,Drug-related,23,20-29,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-16,Nov,On View,Drug-related,58,50 or above,Male,Black or African American,Weapon with a blade,Drug Crimes,Black or African American
2021,2021-11-16,Nov,On View,Assault or Intimidation,43,40-49,Female,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-16,Nov,On View,Drug-related,31,30-39,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-16,Nov,On View,Aggravated Assault,24,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-16,Nov,On View,"Theft, Auto-theft, and Larceny",36,30-39,Male,Black or African American,Weapon with a blade,Property Crimes,Black or African American
2021,2021-11-16,Nov,On View,Assault or Intimidation,38,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-16,Nov,On View,Assault or Intimidation,37,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-16,Nov,On View,Assault or Intimidation,48,40-49,Female,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-16,Nov,On View,Assault or Intimidation,56,50 or above,Female,White,Unarmed,Violent Crimes,White
2021,2021-11-17,Nov,On View,Assault or Intimidation,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-17,Nov,On View,Assault or Intimidation,38,30-39,Female,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-17,Nov,On View,Assault or Intimidation,66,50 or above,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-17,Nov,On View,Assault or Intimidation,43,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-17,Nov,On View,Drug-related,34,30-39,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-17,Nov,On View,Drug-related,46,40-49,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-17,Nov,On View,Aggravated Assault,54,50 or above,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-17,Nov,On View,Assault or Intimidation,32,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-17,Nov,On View,Assault or Intimidation,44,40-49,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-24,Nov,Custodied,Assault or Intimidation,19,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-17,Nov,On View,Crime against sociey,31,30-39,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-17,Nov,On View,Crime against sociey,30,30-39,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-17,Nov,On View,Assault or Intimidation,20,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-17,Nov,On View,"Theft, Auto-theft, and Larceny",39,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-17,Nov,On View,Crime against sociey,29,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-17,Nov,On View,Property Destruction,40,40-49,Male,American Indian or Pacific Islander,Unarmed,Property Crimes,Other races
2021,2021-11-17,Nov,On View,Crime against sociey,28,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-17,Nov,On View,Crime against sociey,39,30-39,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-17,Nov,On View,Drug-related,23,20-29,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2022-01-19,Jan,Custodied,Assault or Intimidation,32,30-39,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-12-10,Dec,On View,Robbery,18,Under 20,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-18,Nov,Custodied,Assault or Intimidation,50,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-18,Nov,On View,Property Destruction,34,30-39,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-18,Nov,On View,Assault or Intimidation,36,30-39,Male,White,Unarmed,Violent Crimes,White
2021,2021-11-18,Nov,On View,Robbery,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2022-01-15,Jan,On View,Burglary or Trespassing,29,20-29,Male,Black or African American,Firearm-involved,Property Crimes,Black or African American
2021,2021-11-18,Nov,On View,Assault or Intimidation,36,30-39,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-18,Nov,On View,Assault or Intimidation,37,30-39,Female,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-18,Nov,On View,"Theft, Auto-theft, and Larceny",46,40-49,Male,White,Unarmed,Property Crimes,White
2021,2021-11-18,Nov,On View,Assault or Intimidation,47,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-18,Nov,On View,Sexual Assault or Rape,28,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2022-01-05,Jan,On View,"Theft, Auto-theft, and Larceny",54,50 or above,Male,White,Unarmed,Property Crimes,White
2021,2021-11-19,Nov,On View,Aggravated Assault,22,20-29,Male,White,Unarmed,Violent Crimes,White
2021,2021-11-18,Nov,On View,Crime against sociey,20,20-29,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-18,Nov,On View,Drug-related,33,30-39,Male,Black or African American,Firearm-involved,Drug Crimes,Black or African American
2021,2022-01-26,Jan,On View,Property Destruction,23,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-18,Nov,On View,Crime against sociey,19,Under 20,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-18,Nov,On View,Assault or Intimidation,49,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-18,Nov,On View,Assault or Intimidation,38,30-39,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-18,Nov,On View,Property Destruction,40,40-49,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-18,Nov,On View,Crime against sociey,34,30-39,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-18,Nov,On View,Property Destruction,21,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-18,Nov,On View,Assault or Intimidation,40,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-18,Nov,On View,Assault or Intimidation,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-18,Nov,On View,Assault or Intimidation,26,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-18,Nov,On View,Assault or Intimidation,36,30-39,Female,White,Unarmed,Violent Crimes,White
2021,2021-11-19,Nov,On View,Property Destruction,35,30-39,Female,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-19,Nov,On View,Assault or Intimidation,40,40-49,Female,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Assault or Intimidation,32,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Assault or Intimidation,22,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Assault or Intimidation,62,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Aggravated Assault,28,20-29,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Drug-related,66,50 or above,Male,Black or African American,Unarmed,Drug Crimes,Black or African American
2021,2021-11-19,Nov,On View,Assault or Intimidation,38,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Burglary or Trespassing,57,50 or above,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-19,Nov,On View,Crime against sociey,33,30-39,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-19,Nov,On View,Assault or Intimidation,26,20-29,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Crime against sociey,41,40-49,Male,Black or African American,Firearm-involved,Crime Against Society,Black or African American
2021,2021-11-19,Nov,Summoned/Cited,Robbery,16,Under 20,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Robbery,29,20-29,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Assault or Intimidation,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Assault or Intimidation,59,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Assault or Intimidation,33,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Robbery,29,20-29,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Robbery,16,Under 20,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Assault or Intimidation,40,40-49,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Robbery,29,20-29,Male,Black or African American,Firearm-involved,Violent Crimes,Black or African American
2021,2021-11-19,Nov,Summoned/Cited,Robbery,16,Under 20,Male,Black or African American,Weapon with a blade,Violent Crimes,Black or African American
2021,2021-11-20,Nov,Custodied,Assault or Intimidation,40,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Assault or Intimidation,24,20-29,Male,White,Unarmed,Violent Crimes,White
2021,2021-11-19,Nov,On View,Assault or Intimidation,58,50 or above,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Assault or Intimidation,23,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-19,Nov,On View,Assault or Intimidation,26,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-20,Nov,On View,Property Destruction,27,20-29,Male,Black or African American,Unarmed,Property Crimes,Black or African American
2021,2021-11-20,Nov,On View,Assault or Intimidation,21,20-29,Female,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-20,Nov,On View,Assault or Intimidation,41,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-20,Nov,On View,Property Destruction,33,30-39,Male,White,Unarmed,Property Crimes,White
2021,2021-11-20,Nov,On View,Assault or Intimidation,31,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-23,Nov,Custodied,Assault or Intimidation,42,40-49,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-20,Nov,On View,Assault or Intimidation,37,30-39,Male,Black or African American,Unarmed,Violent Crimes,Black or African American
2021,2021-11-20,Nov,On View,Assault or Intimidation,52,50 or above,Male,White,Unarmed,Violent Crimes,White
2021,2021-11-20,Nov,On View,Property Destruction,31,30-39,Female,Black or African American,Unarmed,Property Crimes,Black or African American
